Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,power.heater,power.heater,
1.0,material.heater,material.heater,
1.0,geometry.motor,power.heater,
1.0,geometry.body,geometry.body,
1.0,material.body,material.body,
2.0,power.fan,geometry.motor,
2.0,temperature.nozzle,geometry.motor,
2.0,power.motor,power.motor,
3.0,material.fan,power.fan,
3.0,geometry.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,geometry.nozzle,power.heater,
4.0,temperature.heater,temperature.motor,
4.0,material.motor,geometry.heater,
4.0,rot.speed.fan,geometry.heater,
4.0,material.nozzle,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
