Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
0,power.heater,power.heater
0,material.body,material.body
1,material.body,power.fan
1,material.nozzle,power.heater
2,material.nozzle,rot.speed.fan
2,geometry.motor,power.fan
2,geometry.nozzle,power.fan
2,material.nozzle,material.body
3,power.heater,geometry.fan
3,temperature.nozzle,rot.speed.fan
3,temperature.heater,power.fan
3,geometry.body,geometry.body
3,geometry.heater,material.body
3,geometry.nozzle,material.body
3,temperature.nozzle,material.body
4,geometry.fan,geometry.motor
4,material.motor,material.motor
4,geometry.heater,power.fan
4,material.body,temperature.heater
5,temperature.motor,geometry.motor
5,geometry.heater,material.motor
5,temperature.motor,rot.speed.fan
5,material.fan,material.fan
5,temperature.motor,temperature.heater
5,temperature.motor,geometry.nozzle
5,temperature.heater,temperature.nozzle
5,geometry.nozzle,temperature.nozzle
6,material.heater,geometry.motor
6,material.motor,rot.speed.fan
6,power.heater,power.fan
6,temperature.nozzle,material.nozzle
6,temperature.heater,geometry.body
6,material.nozzle,geometry.body
6,material.body,geometry.body
7,material.motor,geometry.motor
7,material.body,rot.speed.fan
8,material.fan,geometry.heater
8,power.heater,geometry.heater
8,material.heater,material.heater
8,geometry.nozzle,geometry.body
9,power.heater,material.motor
9,power.motor,power.motor
9,material.motor,temperature.motor
9,geometry.heater,temperature.motor
9,material.fan,geometry.fan
9,geometry.heater,geometry.fan
9,geometry.fan,power.fan
9,geometry.body,geometry.body
