Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,temperature.heater,temperature.heater
1,material.fan,material.fan
1,material.body,material.body
2,geometry.motor,geometry.motor
2,power.motor,power.motor
2,material.heater,material.heater
2,power.heater,power.heater
2,temperature.motor,temperature.heater
2,temperature.nozzle,temperature.heater
2,geometry.body,temperature.heater
2,power.fan,material.body
2,temperature.heater,material.body
3,geometry.heater,material.body
3,material.nozzle,material.body
3,temperature.nozzle,material.body
4,geometry.fan,geometry.motor
4,geometry.nozzle,temperature.motor
4,rot.speed.fan,rot.speed.fan
4,material.nozzle,material.fan
4,geometry.nozzle,power.fan
4,geometry.heater,power.heater
4,temperature.motor,material.body
4,geometry.nozzle,material.body
5,power.heater,geometry.motor
5,geometry.heater,material.fan
5,temperature.heater,power.fan
5,material.heater,material.heater
5,rot.speed.fan,temperature.nozzle
5,geometry.nozzle,temperature.nozzle
5,material.heater,material.body
6,temperature.motor,geometry.motor
6,geometry.heater,power.motor
6,geometry.fan,material.fan
6,power.heater,power.fan
6,power.heater,material.nozzle
6,material.heater,temperature.nozzle
6,material.body,geometry.body
7,material.motor,geometry.motor
7,material.heater,geometry.motor
7,geometry.motor,power.fan
7,material.nozzle,temperature.nozzle
7,geometry.nozzle,geometry.body
7,geometry.body,geometry.body
