Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,material.heater,material.heater
0,power.heater,power.heater
0,geometry.nozzle,geometry.nozzle
1,power.fan,power.fan
1,material.nozzle,power.heater
1,temperature.heater,temperature.heater
1,material.body,material.body
2,geometry.fan,geometry.motor
2,rot.speed.fan,rot.speed.fan
2,geometry.heater,power.heater
2,temperature.motor,temperature.heater
2,material.body,temperature.heater
2,temperature.motor,geometry.nozzle
2,material.fan,geometry.nozzle
2,power.fan,geometry.nozzle
2,temperature.nozzle,geometry.nozzle
2,material.body,geometry.nozzle
3,power.fan,geometry.motor
3,temperature.nozzle,material.heater
3,geometry.body,temperature.heater
3,rot.speed.fan,material.nozzle
4,material.heater,geometry.motor
4,geometry.fan,power.heater
4,power.fan,temperature.heater
4,geometry.body,material.nozzle
4,material.body,material.nozzle
5,material.motor,geometry.motor
5,temperature.motor,geometry.motor
5,temperature.nozzle,rot.speed.fan
5,material.motor,geometry.heater
5,geometry.motor,power.heater
5,geometry.fan,geometry.nozzle
5,geometry.body,geometry.nozzle
5,temperature.nozzle,material.nozzle
5,power.fan,material.body
6,power.motor,power.motor
6,power.motor,geometry.heater
6,temperature.motor,geometry.heater
6,power.fan,geometry.heater
6,power.fan,power.heater
6,temperature.heater,temperature.nozzle
