Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
0,power.heater,power.heater
1,material.body,power.fan
1,material.nozzle,power.heater
2,geometry.motor,geometry.motor
2,temperature.motor,temperature.motor
2,power.heater,geometry.fan
2,material.nozzle,rot.speed.fan
2,geometry.motor,power.fan
2,geometry.nozzle,power.fan
2,material.nozzle,material.body
3,temperature.heater,temperature.motor
3,geometry.motor,geometry.fan
3,geometry.heater,geometry.fan
3,temperature.nozzle,rot.speed.fan
3,temperature.heater,power.fan
3,geometry.heater,material.body
3,geometry.nozzle,material.body
3,temperature.nozzle,material.body
4,geometry.nozzle,temperature.motor
4,temperature.motor,rot.speed.fan
4,geometry.heater,power.heater
4,temperature.motor,material.body
4,temperature.heater,material.body
4,geometry.body,material.body
5,material.fan,geometry.fan
5,power.fan,geometry.fan
5,material.body,rot.speed.fan
5,geometry.body,material.nozzle
5,geometry.nozzle,temperature.nozzle
6,geometry.motor,power.heater
6,temperature.nozzle,temperature.heater
6,geometry.body,temperature.heater
6,temperature.nozzle,material.nozzle
7,geometry.motor,temperature.motor
7,geometry.nozzle,geometry.fan
7,power.heater,power.fan
7,material.fan,geometry.heater
8,material.motor,material.motor
8,material.motor,temperature.motor
8,geometry.heater,temperature.motor
8,material.motor,rot.speed.fan
8,material.heater,material.heater
9,geometry.heater,material.motor
9,power.motor,power.motor
9,material.heater,material.body
