Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,geometry.fan,geometry.fan
0,power.fan,power.fan
0,geometry.nozzle,geometry.nozzle
1,material.fan,material.fan
1,material.body,power.fan
1,power.heater,power.heater
1,geometry.body,geometry.body
2,power.fan,geometry.motor
2,temperature.motor,geometry.nozzle
2,power.fan,geometry.nozzle
2,material.body,geometry.nozzle
3,temperature.motor,geometry.motor
3,geometry.fan,geometry.motor
3,power.heater,geometry.motor
3,temperature.heater,geometry.body
3,temperature.heater,material.body
3,material.nozzle,material.body
4,power.heater,power.fan
4,material.heater,material.heater
4,temperature.motor,temperature.heater
4,power.heater,material.nozzle
4,material.nozzle,geometry.body
4,material.body,geometry.body
5,material.motor,geometry.motor
5,material.heater,geometry.motor
5,power.heater,geometry.fan
5,rot.speed.fan,rot.speed.fan
5,geometry.heater,material.fan
5,material.body,material.fan
5,temperature.heater,power.fan
5,geometry.body,geometry.nozzle
6,temperature.nozzle,geometry.motor
6,geometry.motor,material.fan
6,geometry.fan,material.fan
6,geometry.heater,power.fan
6,rot.speed.fan,material.nozzle
7,power.motor,power.motor
7,material.motor,geometry.heater
7,temperature.nozzle,geometry.nozzle
