Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,material.heater,material.heater
1,geometry.motor,geometry.motor
1,power.fan,power.fan
2,geometry.fan,geometry.fan
2,material.nozzle,rot.speed.fan
2,material.body,power.fan
3,geometry.fan,geometry.motor
3,power.fan,geometry.motor
3,temperature.nozzle,rot.speed.fan
3,material.heater,material.heater
3,power.heater,material.nozzle
4,power.heater,geometry.motor
4,temperature.heater,temperature.heater
4,geometry.heater,material.body
4,temperature.heater,material.body
4,geometry.nozzle,material.body
4,material.nozzle,material.body
5,temperature.motor,geometry.motor
5,power.heater,geometry.fan
5,geometry.nozzle,power.fan
5,temperature.motor,temperature.heater
5,geometry.nozzle,temperature.nozzle
5,material.body,temperature.nozzle
6,material.motor,geometry.motor
6,geometry.heater,geometry.fan
6,material.fan,material.fan
6,power.heater,power.fan
6,temperature.heater,power.fan
6,temperature.nozzle,material.heater
7,material.heater,geometry.motor
7,geometry.nozzle,temperature.motor
7,geometry.heater,power.fan
8,material.fan,geometry.motor
8,power.heater,material.motor
8,material.fan,geometry.fan
8,temperature.motor,rot.speed.fan
8,material.body,rot.speed.fan
8,temperature.nozzle,material.nozzle
9,power.motor,geometry.motor
9,geometry.body,temperature.heater
