Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,temperature.motor,temperature.motor
0,geometry.fan,geometry.fan
0,material.heater,material.heater
0,geometry.nozzle,geometry.nozzle
0,material.body,material.body
1,power.fan,power.fan
1,material.nozzle,material.body
2,geometry.fan,geometry.motor
2,temperature.heater,temperature.motor
2,geometry.nozzle,temperature.motor
2,material.heater,material.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
2,temperature.nozzle,material.body
3,material.motor,material.motor
3,power.heater,power.fan
3,geometry.nozzle,power.fan
3,rot.speed.fan,material.nozzle
3,power.heater,material.nozzle
3,temperature.motor,material.body
3,geometry.body,material.body
4,material.heater,geometry.motor
4,temperature.heater,power.fan
4,material.body,power.fan
4,power.heater,geometry.heater
4,rot.speed.fan,temperature.nozzle
5,material.motor,geometry.motor
5,power.heater,geometry.motor
5,material.motor,geometry.heater
5,material.fan,geometry.heater
5,material.body,temperature.heater
5,temperature.nozzle,material.nozzle
6,temperature.motor,geometry.motor
6,power.fan,geometry.motor
6,power.heater,geometry.fan
6,power.motor,geometry.heater
6,temperature.motor,geometry.heater
6,geometry.fan,geometry.heater
6,power.fan,geometry.heater
6,geometry.body,temperature.heater
6,temperature.nozzle,geometry.nozzle
6,material.fan,material.nozzle
