Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,geometry.fan,geometry.fan
0,material.heater,material.heater
0,power.heater,power.heater
1,rot.speed.fan,rot.speed.fan
1,material.fan,material.fan
1,material.nozzle,power.heater
2,geometry.fan,geometry.motor
2,geometry.fan,power.heater
2,power.fan,power.heater
2,temperature.heater,temperature.heater
2,material.body,material.nozzle
3,material.body,power.fan
3,material.body,temperature.heater
4,temperature.motor,geometry.motor
4,power.heater,geometry.motor
4,material.nozzle,rot.speed.fan
4,geometry.heater,material.fan
4,geometry.motor,power.fan
4,geometry.nozzle,power.fan
4,material.heater,material.heater
4,geometry.body,temperature.heater
5,temperature.heater,temperature.motor
5,temperature.motor,rot.speed.fan
5,temperature.heater,power.fan
5,geometry.heater,material.body
5,geometry.nozzle,material.body
6,power.motor,power.motor
6,geometry.fan,material.fan
6,geometry.heater,power.fan
6,temperature.nozzle,material.body
6,geometry.body,material.body
7,geometry.nozzle,temperature.motor
7,temperature.nozzle,rot.speed.fan
7,material.body,rot.speed.fan
7,geometry.motor,material.fan
7,geometry.fan,power.fan
7,temperature.nozzle,temperature.heater
8,material.body,temperature.motor
8,material.motor,rot.speed.fan
8,power.heater,geometry.heater
8,material.body,material.heater
8,temperature.nozzle,material.nozzle
8,geometry.body,material.nozzle
