Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,power.heater,power.heater
1,geometry.motor,geometry.motor
1,material.heater,material.heater
1,material.body,material.body
2,geometry.nozzle,temperature.motor
2,geometry.heater,power.heater
2,temperature.heater,temperature.heater
3,geometry.motor,temperature.motor
3,material.body,temperature.motor
3,material.heater,material.heater
3,geometry.motor,power.heater
3,material.nozzle,power.heater
3,temperature.motor,temperature.heater
3,material.body,temperature.heater
4,power.motor,power.motor
4,geometry.fan,geometry.fan
4,rot.speed.fan,rot.speed.fan
4,material.fan,material.fan
4,geometry.fan,power.heater
4,geometry.body,temperature.heater
4,power.fan,geometry.nozzle
4,material.body,geometry.nozzle
4,material.body,material.nozzle
5,power.fan,geometry.motor
5,geometry.fan,geometry.heater
5,material.fan,geometry.heater
5,material.body,geometry.heater
5,power.fan,temperature.heater
5,rot.speed.fan,material.nozzle
6,geometry.fan,geometry.motor
6,temperature.motor,geometry.heater
6,power.fan,geometry.heater
7,temperature.nozzle,rot.speed.fan
7,power.motor,geometry.heater
7,material.body,material.heater
7,power.fan,power.heater
7,geometry.body,geometry.nozzle
8,material.motor,geometry.motor
8,geometry.nozzle,material.fan
8,material.body,power.fan
8,geometry.motor,material.heater
8,temperature.nozzle,temperature.heater
8,temperature.nozzle,material.nozzle
