Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
0,material.heater,material.heater
1,geometry.motor,geometry.motor
1,power.heater,power.heater
2,geometry.motor,geometry.fan
2,temperature.nozzle,rot.speed.fan
2,material.nozzle,power.heater
3,geometry.heater,geometry.fan
3,power.heater,geometry.fan
3,material.body,material.nozzle
4,temperature.motor,rot.speed.fan
4,material.nozzle,rot.speed.fan
4,geometry.motor,material.heater
4,material.body,material.heater
5,temperature.heater,temperature.motor
5,material.fan,geometry.fan
5,material.motor,rot.speed.fan
5,power.fan,power.fan
5,power.heater,geometry.heater
5,material.body,geometry.heater
5,geometry.nozzle,geometry.nozzle
5,geometry.nozzle,temperature.nozzle
5,material.body,temperature.nozzle
6,geometry.heater,material.motor
6,geometry.nozzle,temperature.motor
6,material.body,power.fan
6,material.heater,material.heater
6,material.body,temperature.heater
6,geometry.body,material.nozzle
7,material.body,temperature.motor
7,geometry.nozzle,power.fan
7,geometry.body,temperature.heater
7,material.heater,temperature.nozzle
8,material.motor,temperature.motor
8,geometry.heater,temperature.motor
8,geometry.nozzle,geometry.fan
8,material.body,rot.speed.fan
8,geometry.heater,material.fan
8,temperature.heater,power.fan
9,material.motor,geometry.motor
9,temperature.motor,geometry.motor
9,temperature.nozzle,material.nozzle
10,power.fan,geometry.motor
10,power.fan,geometry.fan
10,geometry.motor,material.fan
10,temperature.nozzle,temperature.heater
10,geometry.nozzle,material.body
11,power.motor,power.motor
11,geometry.motor,power.heater
11,material.motor,power.heater
