Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,power.fan,power.fan
1,material.body,power.fan
1,geometry.body,geometry.body
2,temperature.heater,temperature.motor
2,geometry.nozzle,temperature.motor
2,geometry.nozzle,power.fan
3,geometry.motor,geometry.motor
3,material.body,temperature.motor
3,geometry.fan,geometry.fan
3,material.fan,material.fan
3,geometry.motor,power.fan
3,power.heater,power.fan
3,temperature.nozzle,temperature.heater
3,temperature.heater,geometry.body
3,material.nozzle,geometry.body
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,geometry.fan,power.fan
4,temperature.heater,power.fan
4,material.nozzle,power.heater
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.body
5,geometry.heater,power.heater
5,material.body,material.nozzle
6,geometry.heater,material.motor
6,geometry.motor,temperature.motor
6,geometry.motor,geometry.fan
6,material.nozzle,rot.speed.fan
6,material.nozzle,material.fan
6,material.body,geometry.nozzle
6,geometry.nozzle,geometry.body
7,power.heater,geometry.fan
7,temperature.nozzle,rot.speed.fan
8,geometry.fan,material.fan
8,material.fan,geometry.nozzle
8,temperature.heater,material.body
9,geometry.motor,material.motor
9,material.body,material.motor
9,geometry.fan,geometry.heater
9,material.fan,geometry.heater
9,material.body,geometry.heater
9,material.heater,material.heater
9,material.body,temperature.nozzle
10,material.motor,rot.speed.fan
10,power.motor,geometry.heater
10,power.fan,geometry.heater
