Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,geometry.fan,geometry.fan
0,temperature.heater,temperature.heater
1,geometry.motor,geometry.motor
1,geometry.heater,material.motor
1,power.fan,power.fan
1,power.heater,power.heater
1,material.body,temperature.heater
2,material.nozzle,power.heater
2,geometry.body,temperature.heater
2,geometry.nozzle,geometry.nozzle
2,power.fan,material.body
3,geometry.fan,geometry.motor
3,material.body,geometry.heater
3,material.heater,material.heater
3,power.fan,power.heater
3,geometry.heater,power.heater
3,temperature.motor,temperature.heater
3,power.fan,temperature.heater
4,power.fan,geometry.motor
4,temperature.motor,material.motor
4,material.body,geometry.nozzle
4,rot.speed.fan,material.nozzle
5,geometry.motor,material.motor
5,material.body,material.motor
5,temperature.motor,geometry.nozzle
5,power.fan,geometry.nozzle
5,material.fan,material.nozzle
6,rot.speed.fan,material.motor
6,geometry.fan,geometry.heater
6,material.heater,material.heater
6,geometry.fan,power.heater
6,material.body,material.nozzle
6,material.body,geometry.body
7,temperature.motor,geometry.heater
7,temperature.nozzle,temperature.heater
7,temperature.nozzle,material.nozzle
7,geometry.body,material.nozzle
8,temperature.nozzle,rot.speed.fan
8,power.fan,geometry.heater
8,geometry.fan,geometry.nozzle
9,temperature.motor,geometry.motor
9,material.heater,geometry.motor
9,geometry.body,geometry.nozzle
9,temperature.motor,material.body
10,power.heater,geometry.motor
10,geometry.nozzle,temperature.heater
10,geometry.nozzle,temperature.nozzle
10,material.body,temperature.nozzle
11,power.motor,geometry.motor
11,material.body,rot.speed.fan
11,geometry.fan,material.fan
11,geometry.heater,material.fan
