Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
1,power.fan,power.fan
2,geometry.fan,geometry.fan
2,material.fan,material.fan
2,material.body,power.fan
2,power.heater,power.heater
2,temperature.heater,temperature.heater
3,temperature.motor,geometry.motor
3,geometry.fan,geometry.motor
3,power.motor,power.motor
3,geometry.motor,power.fan
3,geometry.nozzle,power.fan
3,temperature.nozzle,temperature.heater
3,geometry.body,geometry.body
3,material.nozzle,material.body
4,temperature.heater,temperature.motor
4,temperature.heater,power.fan
4,power.fan,power.heater
4,geometry.nozzle,material.body
5,geometry.nozzle,temperature.motor
5,material.body,material.fan
5,material.heater,material.heater
5,geometry.fan,power.heater
5,material.nozzle,power.heater
6,material.body,temperature.motor
6,geometry.heater,power.heater
6,geometry.body,temperature.heater
6,rot.speed.fan,temperature.nozzle
6,geometry.nozzle,temperature.nozzle
6,material.body,temperature.nozzle
7,power.heater,geometry.motor
7,geometry.heater,power.motor
7,material.motor,temperature.motor
7,geometry.heater,temperature.motor
7,geometry.fan,material.fan
7,geometry.heater,material.fan
7,rot.speed.fan,material.nozzle
7,material.heater,temperature.nozzle
7,temperature.heater,material.body
