Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
0,temperature.heater,temperature.heater
0,geometry.nozzle,geometry.nozzle
1,temperature.motor,temperature.motor
2,temperature.heater,temperature.motor
2,power.heater,geometry.fan
2,power.fan,power.fan
2,temperature.motor,geometry.nozzle
2,material.fan,geometry.nozzle
2,power.fan,geometry.nozzle
2,temperature.nozzle,geometry.nozzle
3,temperature.motor,geometry.motor
3,geometry.motor,geometry.fan
3,temperature.nozzle,rot.speed.fan
3,material.body,temperature.heater
4,power.fan,geometry.fan
4,temperature.motor,rot.speed.fan
4,material.nozzle,rot.speed.fan
4,material.heater,material.heater
4,power.fan,power.heater
4,material.nozzle,power.heater
4,geometry.body,temperature.heater
4,material.body,geometry.nozzle
5,material.fan,geometry.fan
5,geometry.nozzle,geometry.fan
5,material.motor,rot.speed.fan
5,geometry.heater,power.heater
5,power.fan,temperature.heater
6,power.fan,geometry.motor
6,geometry.heater,material.motor
6,material.body,material.nozzle
6,material.heater,temperature.nozzle
7,material.body,temperature.motor
7,geometry.body,material.nozzle
7,material.nozzle,temperature.nozzle
8,material.motor,geometry.motor
8,power.motor,power.motor
8,material.motor,temperature.motor
8,geometry.heater,temperature.motor
