Tick,Attribute.Component,Origin
1,rot.speed.fan,rot.speed.fan
1,temperature.heater,temperature.heater
1,material.body,material.body
2,temperature.motor,temperature.motor
2,temperature.motor,temperature.heater
2,power.fan,material.body
2,temperature.heater,material.body
2,material.nozzle,material.body
3,material.nozzle,rot.speed.fan
3,material.heater,material.heater
3,temperature.nozzle,temperature.heater
3,geometry.heater,material.body
4,geometry.nozzle,temperature.motor
4,power.heater,power.fan
4,geometry.nozzle,power.fan
4,geometry.body,temperature.heater
4,geometry.nozzle,material.body
4,temperature.nozzle,material.body
4,geometry.body,material.body
5,material.motor,material.motor
5,material.body,temperature.motor
5,geometry.fan,geometry.fan
5,temperature.motor,rot.speed.fan
5,material.fan,material.fan
5,temperature.heater,power.fan
5,power.heater,geometry.heater
5,power.heater,material.nozzle
6,power.motor,power.motor
6,temperature.nozzle,rot.speed.fan
6,geometry.heater,power.fan
6,material.heater,material.heater
6,material.fan,geometry.nozzle
6,temperature.nozzle,geometry.nozzle
7,geometry.fan,power.fan
7,material.motor,geometry.heater
7,material.motor,power.heater
7,material.nozzle,geometry.body
8,material.motor,rot.speed.fan
8,temperature.heater,geometry.nozzle
9,material.motor,temperature.motor
9,geometry.heater,temperature.motor
9,geometry.motor,geometry.fan
9,temperature.nozzle,material.heater
9,geometry.fan,power.heater
9,geometry.nozzle,geometry.body
9,geometry.body,geometry.body
9,material.heater,material.body
