Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,geometry.fan,geometry.fan
0,temperature.heater,temperature.heater
1,temperature.motor,temperature.motor
1,power.fan,power.fan
1,power.heater,power.heater
1,temperature.motor,temperature.heater
2,geometry.fan,geometry.motor
2,material.body,power.fan
2,geometry.body,temperature.heater
2,material.body,temperature.heater
3,geometry.nozzle,temperature.motor
3,geometry.motor,power.fan
3,power.heater,power.fan
3,geometry.nozzle,power.fan
3,material.heater,material.heater
3,power.fan,temperature.heater
4,material.motor,material.motor
4,geometry.motor,temperature.motor
4,material.nozzle,geometry.body
4,geometry.heater,material.body
4,geometry.nozzle,material.body
4,material.nozzle,material.body
4,temperature.nozzle,material.body
5,material.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,geometry.heater,temperature.motor
5,geometry.heater,power.heater
5,material.nozzle,power.heater
5,temperature.nozzle,temperature.heater
5,temperature.motor,material.body
5,geometry.body,material.body
6,power.motor,power.motor
6,power.fan,geometry.fan
6,temperature.nozzle,material.heater
6,geometry.motor,power.heater
6,temperature.nozzle,geometry.nozzle
6,material.heater,material.body
