Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,power.heater,power.heater
0,temperature.heater,temperature.heater
0,geometry.body,geometry.body
1,geometry.motor,geometry.motor
1,geometry.heater,material.motor
1,material.nozzle,power.heater
1,temperature.motor,temperature.heater
1,material.body,material.body
2,power.heater,material.motor
2,geometry.fan,geometry.fan
2,material.heater,material.heater
2,temperature.nozzle,temperature.heater
2,geometry.body,temperature.heater
2,material.body,material.nozzle
3,geometry.nozzle,temperature.motor
3,material.body,geometry.heater
3,rot.speed.fan,material.nozzle
4,temperature.motor,material.motor
4,geometry.motor,geometry.fan
4,material.heater,material.heater
4,power.fan,power.heater
4,geometry.heater,power.heater
4,power.fan,temperature.heater
4,geometry.nozzle,temperature.heater
5,geometry.motor,material.motor
5,material.body,material.motor
5,geometry.heater,geometry.fan
5,temperature.nozzle,rot.speed.fan
5,geometry.motor,power.heater
5,temperature.nozzle,material.nozzle
5,material.body,geometry.body
6,geometry.motor,power.fan
6,power.fan,geometry.nozzle
6,temperature.nozzle,geometry.nozzle
6,material.body,geometry.nozzle
7,power.fan,geometry.fan
7,temperature.motor,rot.speed.fan
7,material.fan,material.fan
7,geometry.fan,power.heater
7,geometry.body,material.nozzle
8,power.motor,power.motor
8,material.motor,rot.speed.fan
8,geometry.motor,material.heater
8,temperature.nozzle,material.heater
8,material.body,material.heater
8,material.body,temperature.heater
