Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,temperature.motor,temperature.motor
0,rot.speed.fan,rot.speed.fan
0,material.fan,material.fan
0,power.fan,power.fan
0,geometry.nozzle,geometry.nozzle
0,material.body,material.body
1,geometry.fan,geometry.fan
1,material.heater,material.heater
1,material.nozzle,material.body
2,material.nozzle,rot.speed.fan
2,temperature.nozzle,rot.speed.fan
2,geometry.nozzle,material.fan
2,geometry.motor,power.fan
2,geometry.nozzle,power.fan
2,material.body,power.fan
3,material.motor,material.motor
3,geometry.motor,temperature.motor
3,geometry.nozzle,temperature.motor
3,geometry.heater,material.fan
3,power.heater,power.fan
4,geometry.heater,material.motor
4,material.motor,temperature.motor
4,rot.speed.fan,temperature.motor
4,geometry.heater,temperature.motor
4,material.body,temperature.motor
4,geometry.motor,geometry.fan
4,geometry.heater,geometry.fan
4,power.heater,geometry.fan
4,temperature.heater,power.fan
4,material.heater,material.heater
4,power.heater,material.nozzle
4,temperature.heater,temperature.nozzle
4,geometry.nozzle,temperature.nozzle
5,power.motor,power.motor
5,temperature.heater,temperature.motor
5,geometry.fan,material.fan
5,geometry.fan,power.fan
5,geometry.heater,power.fan
5,material.heater,temperature.nozzle
5,material.body,temperature.nozzle
