Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,power.heater,power.heater
0,temperature.heater,temperature.heater
1,temperature.motor,temperature.motor
1,material.heater,material.heater
1,material.nozzle,power.heater
1,temperature.motor,temperature.heater
1,material.body,material.body
2,geometry.body,temperature.heater
2,material.body,temperature.heater
3,temperature.motor,geometry.motor
3,geometry.fan,geometry.motor
3,rot.speed.fan,rot.speed.fan
3,power.fan,power.heater
3,geometry.heater,power.heater
3,power.fan,temperature.heater
3,rot.speed.fan,material.nozzle
3,geometry.body,material.nozzle
3,power.fan,material.body
3,material.nozzle,material.body
4,temperature.nozzle,material.heater
4,geometry.heater,material.body
4,geometry.nozzle,material.body
5,material.motor,geometry.motor
5,geometry.nozzle,temperature.motor
5,power.heater,geometry.fan
5,temperature.nozzle,rot.speed.fan
5,geometry.nozzle,power.fan
5,material.motor,geometry.heater
5,material.body,material.heater
6,material.fan,geometry.motor
6,material.fan,material.nozzle
7,material.motor,temperature.motor
7,geometry.heater,temperature.motor
7,temperature.motor,rot.speed.fan
7,geometry.motor,power.fan
7,geometry.heater,power.fan
7,temperature.nozzle,geometry.nozzle
7,temperature.nozzle,material.nozzle
8,power.motor,power.motor
8,material.fan,geometry.fan
8,geometry.heater,geometry.fan
8,material.motor,power.heater
8,geometry.nozzle,geometry.body
8,geometry.body,geometry.body
8,temperature.motor,material.body
8,temperature.nozzle,material.body
