Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,temperature.motor,temperature.motor
0,material.heater,material.heater
1,geometry.motor,geometry.motor
1,temperature.heater,temperature.motor
1,material.fan,material.fan
1,geometry.nozzle,geometry.nozzle
2,geometry.heater,material.motor
2,geometry.nozzle,temperature.motor
2,power.fan,power.fan
2,power.heater,power.heater
3,geometry.motor,temperature.motor
3,geometry.fan,geometry.fan
3,material.body,power.fan
3,material.heater,material.heater
3,geometry.body,temperature.heater
4,temperature.motor,material.motor
4,geometry.heater,material.fan
4,geometry.motor,power.fan
4,power.heater,power.fan
4,geometry.nozzle,power.fan
4,power.fan,temperature.heater
4,material.body,temperature.heater
5,geometry.motor,material.motor
5,material.body,material.motor
5,geometry.motor,geometry.fan
5,rot.speed.fan,rot.speed.fan
5,material.nozzle,material.fan
5,material.nozzle,power.heater
6,geometry.fan,material.fan
6,power.heater,geometry.heater
6,material.body,geometry.heater
6,temperature.nozzle,geometry.nozzle
6,material.body,geometry.nozzle
6,material.nozzle,geometry.body
6,material.body,geometry.body
7,material.nozzle,rot.speed.fan
7,temperature.nozzle,material.heater
7,material.body,material.heater
8,power.heater,geometry.motor
8,rot.speed.fan,material.motor
8,geometry.heater,temperature.motor
8,material.body,temperature.motor
8,power.heater,geometry.fan
8,geometry.motor,material.fan
8,geometry.fan,power.fan
8,geometry.heater,power.fan
8,temperature.nozzle,temperature.heater
8,material.body,material.nozzle
9,rot.speed.fan,temperature.motor
9,geometry.motor,material.heater
9,geometry.nozzle,temperature.heater
9,geometry.nozzle,geometry.body
10,material.body,temperature.nozzle
11,temperature.nozzle,material.nozzle
12,power.motor,geometry.heater
12,geometry.fan,geometry.heater
12,material.fan,geometry.nozzle
