Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,material.body,material.body
1,power.fan,material.body
1,material.nozzle,material.body
2,temperature.motor,temperature.motor
2,material.nozzle,rot.speed.fan
2,temperature.nozzle,rot.speed.fan
2,material.heater,material.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
3,temperature.heater,temperature.motor
3,geometry.motor,power.fan
3,power.heater,power.fan
3,geometry.nozzle,power.fan
3,material.motor,geometry.heater
3,geometry.body,material.body
4,geometry.nozzle,temperature.motor
4,temperature.motor,rot.speed.fan
4,temperature.heater,power.fan
4,power.heater,geometry.heater
4,temperature.motor,material.body
4,material.heater,material.body
4,temperature.nozzle,material.body
5,geometry.fan,geometry.fan
5,material.body,rot.speed.fan
5,material.fan,geometry.heater
5,material.nozzle,power.heater
5,material.body,temperature.heater
5,material.nozzle,geometry.body
6,material.motor,rot.speed.fan
6,geometry.fan,power.fan
6,geometry.heater,power.fan
6,geometry.body,temperature.heater
6,temperature.nozzle,geometry.nozzle
7,temperature.motor,geometry.motor
8,material.motor,geometry.motor
8,temperature.nozzle,material.heater
8,temperature.nozzle,temperature.heater
9,geometry.fan,geometry.motor
9,material.heater,material.heater
9,geometry.fan,power.heater
9,temperature.heater,geometry.nozzle
10,power.motor,power.motor
10,geometry.fan,material.fan
10,power.motor,geometry.heater
10,temperature.motor,geometry.heater
10,geometry.body,geometry.nozzle
10,material.motor,material.body
