Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,power.fan,power.fan
0,geometry.body,geometry.body
1,material.body,power.fan
1,material.heater,material.heater
2,geometry.nozzle,temperature.motor
2,geometry.nozzle,power.fan
2,temperature.heater,temperature.heater
2,temperature.heater,geometry.body
3,temperature.heater,temperature.motor
3,geometry.fan,geometry.fan
3,geometry.motor,power.fan
3,power.heater,power.fan
3,geometry.nozzle,material.body
3,temperature.nozzle,material.body
4,material.motor,temperature.motor
4,geometry.heater,temperature.motor
4,material.body,temperature.motor
4,rot.speed.fan,rot.speed.fan
4,temperature.heater,power.fan
4,temperature.nozzle,material.heater
4,material.body,geometry.body
5,geometry.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,material.fan,material.fan
5,geometry.heater,power.fan
5,material.body,material.heater
5,material.nozzle,power.heater
5,temperature.heater,temperature.nozzle
6,material.motor,geometry.heater
6,material.heater,material.heater
6,geometry.motor,power.heater
6,geometry.heater,power.heater
6,material.body,material.nozzle
6,geometry.nozzle,geometry.body
7,geometry.heater,geometry.fan
7,material.nozzle,rot.speed.fan
7,temperature.nozzle,rot.speed.fan
8,geometry.fan,geometry.motor
8,geometry.heater,material.fan
8,temperature.nozzle,geometry.nozzle
8,temperature.heater,material.body
9,geometry.heater,material.body
10,power.heater,material.motor
10,geometry.motor,material.fan
10,geometry.fan,material.fan
10,geometry.motor,material.heater
10,material.nozzle,geometry.body
11,geometry.motor,material.motor
11,material.body,material.motor
11,power.motor,power.motor
11,geometry.fan,power.fan
11,geometry.fan,geometry.nozzle
11,temperature.heater,geometry.nozzle
11,geometry.body,geometry.body
