Tick,Attribute.Component,Origin
0,power.heater,power.heater
1,temperature.motor,temperature.motor
1,temperature.heater,temperature.heater
2,temperature.heater,temperature.motor
2,power.fan,power.fan
2,material.nozzle,power.heater
2,material.body,material.body
3,material.motor,material.motor
3,geometry.nozzle,temperature.motor
3,rot.speed.fan,rot.speed.fan
3,material.fan,material.fan
3,material.body,power.fan
3,geometry.heater,power.heater
4,geometry.motor,temperature.motor
4,geometry.motor,power.fan
4,geometry.fan,power.heater
4,temperature.nozzle,temperature.heater
4,geometry.body,temperature.heater
4,rot.speed.fan,material.nozzle
5,power.heater,material.motor
5,material.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,geometry.heater,temperature.motor
5,power.heater,power.fan
5,temperature.heater,power.fan
5,geometry.nozzle,power.fan
5,material.heater,material.heater
5,geometry.body,material.nozzle
5,geometry.heater,material.body
5,geometry.nozzle,material.body
6,geometry.heater,material.motor
6,material.body,temperature.motor
6,geometry.nozzle,material.fan
6,temperature.nozzle,material.nozzle
6,material.body,material.nozzle
7,geometry.fan,geometry.motor
7,temperature.nozzle,rot.speed.fan
7,geometry.heater,material.fan
7,geometry.heater,power.fan
7,material.heater,material.heater
8,power.motor,geometry.motor
8,temperature.nozzle,geometry.nozzle
