Tick,Attribute.Component,Origin
0,temperature.heater,temperature.heater
0,geometry.nozzle,geometry.nozzle
1,material.motor,material.motor
1,temperature.motor,temperature.motor
1,power.fan,power.fan
1,power.heater,power.heater
1,temperature.motor,temperature.heater
1,material.body,temperature.heater
1,geometry.body,geometry.body
2,geometry.motor,geometry.motor
2,geometry.fan,geometry.fan
2,material.body,power.fan
2,material.nozzle,power.heater
2,temperature.motor,geometry.nozzle
2,power.fan,geometry.nozzle
2,material.body,geometry.nozzle
3,geometry.heater,material.motor
3,power.heater,material.motor
3,power.fan,temperature.heater
3,temperature.nozzle,geometry.nozzle
3,material.body,material.nozzle
3,temperature.heater,geometry.body
3,material.nozzle,geometry.body
4,geometry.fan,geometry.motor
4,material.body,geometry.body
5,power.fan,geometry.motor
5,power.heater,geometry.motor
5,temperature.motor,material.motor
5,material.body,geometry.heater
5,rot.speed.fan,material.nozzle
5,rot.speed.fan,temperature.nozzle
5,material.body,temperature.nozzle
6,temperature.motor,geometry.motor
6,material.heater,geometry.motor
6,geometry.motor,material.motor
6,material.body,material.motor
6,power.heater,geometry.fan
6,power.heater,geometry.heater
6,material.heater,temperature.nozzle
6,geometry.nozzle,geometry.body
7,power.motor,power.motor
7,power.motor,geometry.heater
7,temperature.motor,geometry.heater
7,power.fan,geometry.heater
7,temperature.nozzle,material.nozzle
