Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,material.heater,material.heater
0,power.heater,power.heater
0,temperature.heater,temperature.heater
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,power.fan,power.fan
1,material.nozzle,power.heater
1,temperature.motor,temperature.heater
1,temperature.nozzle,temperature.heater
2,geometry.fan,geometry.motor
2,power.fan,geometry.motor
2,material.body,material.body
3,geometry.nozzle,temperature.motor
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,temperature.nozzle,material.heater
3,geometry.motor,power.heater
3,power.fan,power.heater
3,geometry.body,temperature.heater
3,material.body,temperature.heater
4,geometry.motor,temperature.motor
4,material.body,temperature.motor
4,material.fan,material.fan
4,material.body,material.heater
4,power.fan,temperature.heater
5,material.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,geometry.heater,temperature.motor
5,geometry.heater,geometry.fan
5,geometry.motor,material.heater
5,geometry.nozzle,temperature.heater
5,material.body,material.nozzle
5,geometry.nozzle,temperature.nozzle
6,geometry.nozzle,power.fan
6,material.body,power.fan
6,material.motor,geometry.heater
7,material.fan,geometry.fan
7,material.body,geometry.heater
7,material.body,temperature.nozzle
7,material.body,geometry.body
8,power.motor,power.motor
8,geometry.heater,power.heater
8,material.body,geometry.nozzle
8,material.nozzle,temperature.nozzle
8,geometry.nozzle,geometry.body
8,geometry.body,geometry.body
