Tick,Attribute.Component,Origin
2,geometry.fan,geometry.fan
2,rot.speed.fan,rot.speed.fan
2,material.heater,material.heater
3,temperature.motor,temperature.motor
3,power.fan,power.fan
3,temperature.heater,temperature.heater
4,temperature.heater,temperature.motor
4,material.nozzle,rot.speed.fan
4,material.body,power.fan
4,power.heater,power.heater
5,geometry.motor,geometry.motor
5,geometry.nozzle,temperature.motor
5,geometry.motor,geometry.fan
5,power.heater,geometry.fan
5,geometry.nozzle,power.fan
5,material.nozzle,material.body
6,geometry.motor,temperature.motor
6,temperature.nozzle,rot.speed.fan
6,power.heater,power.fan
6,temperature.heater,power.fan
6,geometry.motor,material.heater
6,material.heater,material.heater
6,power.heater,material.nozzle
6,geometry.heater,material.body
7,material.motor,temperature.motor
7,geometry.heater,temperature.motor
7,material.body,temperature.motor
7,material.fan,geometry.fan
7,geometry.heater,geometry.fan
7,temperature.motor,rot.speed.fan
7,material.body,rot.speed.fan
7,geometry.motor,power.fan
7,material.body,temperature.heater
7,temperature.nozzle,geometry.nozzle
8,geometry.heater,power.heater
8,geometry.body,temperature.heater
9,geometry.heater,material.motor
9,material.body,temperature.nozzle
10,power.motor,power.motor
10,power.fan,geometry.fan
10,geometry.heater,material.fan
10,temperature.nozzle,material.heater
10,material.body,material.heater
10,material.body,geometry.nozzle
