Tick,Attribute.Component,Origin
0,temperature.motor,temperature.motor
0,material.heater,material.heater
0,geometry.nozzle,geometry.nozzle
0,material.body,material.body
1,temperature.heater,temperature.motor
1,geometry.fan,geometry.fan
1,material.fan,material.fan
1,power.fan,power.fan
1,temperature.heater,material.body
1,material.nozzle,material.body
2,material.motor,material.motor
2,geometry.nozzle,temperature.motor
2,material.body,power.fan
2,power.heater,power.heater
2,temperature.nozzle,temperature.heater
2,power.heater,material.nozzle
3,geometry.motor,geometry.fan
3,geometry.motor,power.fan
3,power.heater,power.fan
3,temperature.nozzle,material.heater
3,geometry.body,temperature.heater
3,rot.speed.fan,material.nozzle
4,material.motor,temperature.motor
4,geometry.heater,temperature.motor
4,geometry.heater,geometry.fan
4,material.body,material.fan
4,temperature.heater,power.fan
4,geometry.nozzle,power.fan
4,material.body,material.heater
4,material.fan,material.nozzle
5,geometry.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,material.body,temperature.motor
5,material.motor,power.heater
5,geometry.body,material.nozzle
5,rot.speed.fan,temperature.nozzle
5,material.body,temperature.nozzle
6,material.fan,geometry.fan
6,material.body,geometry.heater
6,material.body,geometry.nozzle
6,temperature.nozzle,material.nozzle
7,material.motor,geometry.heater
7,material.fan,geometry.heater
7,geometry.heater,power.heater
8,power.heater,geometry.motor
8,geometry.heater,power.fan
8,temperature.nozzle,geometry.nozzle
8,material.body,geometry.body
9,geometry.nozzle,temperature.heater
10,material.motor,geometry.motor
10,material.heater,geometry.motor
10,power.fan,geometry.fan
10,geometry.nozzle,geometry.fan
10,geometry.nozzle,geometry.body
11,material.motor,rot.speed.fan
11,geometry.fan,power.heater
12,material.fan,geometry.motor
12,power.motor,geometry.heater
12,geometry.body,geometry.body
