Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,material.fan,material.fan
0,power.fan,power.fan
0,material.heater,material.heater
0,power.heater,power.heater
0,temperature.heater,temperature.heater
1,material.motor,material.motor
1,temperature.motor,temperature.motor
1,material.nozzle,power.heater
1,temperature.motor,temperature.heater
2,geometry.fan,geometry.fan
2,temperature.nozzle,rot.speed.fan
2,power.heater,power.fan
2,geometry.nozzle,power.fan
2,material.body,power.fan
2,temperature.nozzle,temperature.heater
2,geometry.body,temperature.heater
3,power.heater,material.motor
3,geometry.nozzle,temperature.motor
3,temperature.heater,power.fan
3,material.heater,material.heater
3,geometry.body,material.nozzle
3,material.body,material.nozzle
4,geometry.motor,geometry.motor
4,geometry.heater,material.motor
4,geometry.motor,temperature.motor
4,temperature.motor,rot.speed.fan
4,geometry.heater,material.fan
4,geometry.heater,power.fan
4,material.body,temperature.heater
4,material.body,temperature.nozzle
5,temperature.motor,material.motor
5,material.nozzle,rot.speed.fan
5,geometry.fan,material.fan
5,geometry.motor,power.fan
5,geometry.heater,power.heater
5,material.heater,temperature.nozzle
6,geometry.motor,material.motor
6,material.body,material.motor
6,material.body,rot.speed.fan
6,material.body,geometry.nozzle
6,geometry.nozzle,temperature.nozzle
7,material.body,geometry.heater
7,geometry.motor,power.heater
8,rot.speed.fan,material.motor
8,material.body,temperature.motor
8,power.heater,geometry.fan
8,geometry.motor,material.fan
8,geometry.fan,geometry.heater
8,geometry.body,geometry.body
9,power.motor,power.motor
9,geometry.heater,temperature.motor
9,material.body,material.heater
9,geometry.nozzle,temperature.heater
9,material.fan,material.nozzle
9,temperature.nozzle,material.nozzle
