Tick,Attribute.Component,Origin
1,material.heater,material.heater
1,geometry.nozzle,geometry.nozzle
2,geometry.fan,geometry.fan
3,rot.speed.fan,rot.speed.fan
3,power.fan,power.fan
3,power.fan,geometry.nozzle
3,temperature.nozzle,geometry.nozzle
3,material.body,geometry.nozzle
4,geometry.motor,geometry.motor
4,power.heater,power.heater
4,temperature.motor,geometry.nozzle
4,power.fan,material.body
5,material.nozzle,rot.speed.fan
5,material.body,material.heater
5,temperature.heater,temperature.heater
5,rot.speed.fan,temperature.nozzle
6,material.motor,material.motor
6,material.fan,material.fan
6,geometry.motor,material.heater
6,material.heater,material.heater
6,material.nozzle,power.heater
6,geometry.body,geometry.nozzle
7,geometry.heater,material.motor
7,geometry.motor,temperature.motor
7,material.body,temperature.motor
7,material.fan,geometry.fan
7,power.heater,geometry.fan
7,power.heater,power.fan
7,temperature.heater,power.fan
7,material.heater,temperature.nozzle
7,material.nozzle,temperature.nozzle
8,power.motor,power.motor
8,material.motor,temperature.motor
8,rot.speed.fan,temperature.motor
8,geometry.heater,temperature.motor
8,temperature.heater,temperature.motor
8,geometry.fan,power.fan
8,geometry.heater,power.fan
8,material.fan,geometry.nozzle
8,temperature.heater,geometry.body
8,temperature.heater,material.body
