Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,material.motor,material.motor
0,temperature.motor,temperature.motor
0,material.fan,material.fan
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,power.fan,power.fan
2,temperature.heater,temperature.motor
2,geometry.nozzle,temperature.motor
3,temperature.motor,geometry.motor
3,power.heater,geometry.motor
3,geometry.heater,material.motor
3,geometry.motor,geometry.fan
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,geometry.nozzle,material.fan
3,geometry.nozzle,power.fan
3,temperature.nozzle,temperature.heater
3,material.body,temperature.heater
4,temperature.motor,material.motor
4,power.heater,power.fan
4,temperature.heater,power.fan
4,material.heater,material.heater
4,material.body,material.nozzle
5,power.fan,geometry.motor
5,geometry.motor,material.motor
5,rot.speed.fan,material.motor
5,material.body,material.motor
5,geometry.fan,material.fan
5,material.nozzle,material.fan
5,material.body,geometry.heater
5,material.nozzle,power.heater
5,temperature.nozzle,geometry.nozzle
5,material.body,geometry.nozzle
6,material.body,power.fan
6,material.heater,material.heater
7,temperature.motor,geometry.heater
7,power.fan,geometry.heater
7,geometry.fan,power.heater
7,geometry.body,material.nozzle
7,material.body,temperature.nozzle
8,geometry.motor,material.fan
8,geometry.heater,material.fan
8,material.body,material.fan
8,geometry.heater,power.heater
8,geometry.body,temperature.heater
8,geometry.body,geometry.nozzle
8,material.heater,temperature.nozzle
9,power.motor,power.motor
9,temperature.motor,rot.speed.fan
9,geometry.fan,geometry.nozzle
9,temperature.nozzle,material.nozzle
