Tick,Attribute.Component,Origin
1,material.fan,material.fan
1,temperature.heater,temperature.heater
1,material.body,material.body
2,geometry.fan,geometry.fan
2,temperature.motor,temperature.heater
3,rot.speed.fan,rot.speed.fan
3,geometry.body,temperature.heater
3,material.body,temperature.heater
4,geometry.nozzle,temperature.motor
4,power.fan,temperature.heater
4,power.fan,material.body
4,material.nozzle,material.body
5,geometry.motor,geometry.motor
5,geometry.heater,material.fan
5,material.heater,material.heater
5,geometry.heater,material.body
5,geometry.nozzle,material.body
6,rot.speed.fan,temperature.motor
6,geometry.heater,temperature.motor
6,geometry.fan,material.fan
6,geometry.nozzle,power.fan
6,rot.speed.fan,material.nozzle
6,power.heater,material.nozzle
6,material.body,geometry.body
7,geometry.fan,geometry.motor
7,material.motor,temperature.motor
7,material.body,temperature.motor
7,geometry.motor,power.fan
7,material.motor,geometry.heater
7,material.heater,material.heater
8,temperature.nozzle,rot.speed.fan
8,power.heater,power.fan
8,geometry.nozzle,temperature.heater
8,geometry.body,material.nozzle
9,geometry.motor,material.fan
9,geometry.fan,power.fan
9,temperature.nozzle,material.body
10,geometry.fan,geometry.heater
10,power.fan,geometry.heater
11,power.heater,material.motor
11,power.motor,power.motor
11,material.body,material.heater
11,temperature.nozzle,temperature.heater
11,temperature.nozzle,geometry.nozzle
11,temperature.nozzle,material.nozzle
