Tick,Attribute.Component,Origin
0,power.heater,power.heater
1,geometry.motor,geometry.motor
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,material.heater,material.heater
1,material.nozzle,power.heater
1,geometry.nozzle,geometry.nozzle
1,material.body,material.body
2,temperature.motor,temperature.motor
2,power.fan,power.fan
3,power.fan,geometry.motor
3,temperature.nozzle,rot.speed.fan
3,geometry.heater,power.heater
3,temperature.heater,temperature.heater
3,temperature.motor,geometry.nozzle
3,power.fan,geometry.nozzle
3,temperature.nozzle,geometry.nozzle
3,material.body,geometry.nozzle
3,rot.speed.fan,material.nozzle
4,temperature.motor,geometry.motor
4,geometry.fan,geometry.motor
4,power.fan,power.heater
4,power.fan,material.body
5,material.body,geometry.heater
5,geometry.motor,material.heater
5,material.body,material.heater
5,temperature.nozzle,temperature.heater
5,geometry.body,temperature.heater
5,material.body,material.nozzle
6,material.fan,geometry.heater
6,temperature.nozzle,material.heater
6,geometry.motor,power.heater
6,power.fan,temperature.heater
7,material.body,temperature.motor
7,geometry.heater,geometry.fan
7,power.heater,geometry.fan
7,temperature.motor,temperature.heater
7,material.fan,geometry.nozzle
7,geometry.body,geometry.nozzle
8,material.motor,rot.speed.fan
8,temperature.motor,rot.speed.fan
8,geometry.nozzle,temperature.heater
8,material.body,temperature.heater
9,geometry.heater,material.motor
9,material.fan,geometry.fan
9,geometry.nozzle,geometry.fan
9,geometry.body,material.nozzle
10,temperature.nozzle,geometry.motor
10,power.motor,power.motor
10,geometry.heater,power.fan
10,temperature.nozzle,material.nozzle
