Tick,Attribute.Component,Origin
0,material.motor,material.motor
0,geometry.fan,geometry.fan
0,material.heater,material.heater
0,temperature.heater,temperature.heater
1,geometry.heater,material.motor
1,material.fan,material.fan
1,power.fan,power.fan
1,power.heater,power.heater
1,geometry.body,geometry.body
1,material.body,material.body
2,material.nozzle,power.heater
2,temperature.motor,temperature.heater
2,geometry.body,temperature.heater
3,geometry.nozzle,material.fan
3,power.heater,geometry.heater
3,material.heater,material.heater
3,temperature.nozzle,temperature.heater
3,material.body,material.nozzle
4,geometry.motor,geometry.motor
4,temperature.motor,material.motor
4,geometry.heater,material.fan
4,geometry.motor,power.fan
4,temperature.heater,power.fan
4,geometry.nozzle,power.fan
4,rot.speed.fan,material.nozzle
4,geometry.body,material.nozzle
4,power.fan,material.body
5,geometry.motor,material.motor
5,rot.speed.fan,material.motor
5,material.body,material.motor
5,material.fan,geometry.fan
5,power.fan,geometry.fan
5,power.heater,geometry.fan
5,geometry.nozzle,geometry.fan
5,rot.speed.fan,temperature.nozzle
6,geometry.nozzle,temperature.motor
6,geometry.motor,geometry.fan
6,material.body,geometry.heater
6,temperature.nozzle,material.nozzle
7,geometry.motor,temperature.motor
7,material.body,temperature.motor
7,temperature.nozzle,material.heater
7,material.body,material.heater
7,power.fan,power.heater
7,material.body,geometry.body
8,rot.speed.fan,temperature.motor
8,geometry.heater,temperature.motor
8,geometry.motor,material.heater
8,material.body,geometry.nozzle
9,temperature.nozzle,geometry.nozzle
9,geometry.body,geometry.body
9,temperature.heater,material.body
10,temperature.nozzle,material.body
11,power.heater,geometry.motor
11,geometry.heater,geometry.fan
11,geometry.motor,material.fan
12,power.heater,material.motor
12,power.motor,power.motor
12,geometry.heater,power.fan
