Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,geometry.nozzle,geometry.nozzle
2,geometry.fan,geometry.motor
2,power.fan,geometry.motor
2,geometry.body,geometry.body
3,temperature.motor,geometry.motor
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,temperature.motor,geometry.nozzle
3,power.fan,geometry.nozzle
3,temperature.nozzle,geometry.nozzle
3,material.body,geometry.nozzle
4,temperature.heater,temperature.motor
4,material.body,power.fan
4,power.heater,power.heater
4,material.body,material.nozzle
4,temperature.heater,geometry.body
5,material.motor,geometry.motor
5,temperature.heater,geometry.nozzle
5,temperature.heater,temperature.nozzle
6,material.body,temperature.motor
6,geometry.heater,geometry.fan
6,material.motor,rot.speed.fan
6,temperature.heater,power.fan
6,geometry.heater,power.heater
6,material.nozzle,power.heater
6,geometry.body,geometry.nozzle
7,material.fan,geometry.motor
7,geometry.heater,material.motor
7,power.motor,power.motor
7,material.motor,temperature.motor
7,rot.speed.fan,temperature.motor
7,geometry.heater,temperature.motor
7,material.fan,geometry.fan
7,geometry.fan,power.fan
7,geometry.heater,power.fan
7,power.heater,power.fan
7,material.heater,material.heater
7,material.nozzle,temperature.nozzle
7,material.body,temperature.nozzle
