Tick,Attribute.Component,Origin
0,power.fan,power.fan
0,geometry.nozzle,geometry.nozzle
1,geometry.motor,geometry.motor
1,geometry.fan,geometry.fan
1,material.fan,material.fan
1,material.body,power.fan
2,rot.speed.fan,rot.speed.fan
2,geometry.motor,power.fan
2,geometry.nozzle,power.fan
2,temperature.heater,temperature.heater
2,material.nozzle,material.body
3,geometry.motor,geometry.fan
3,temperature.heater,power.fan
3,power.heater,power.heater
3,power.heater,material.nozzle
3,geometry.nozzle,material.body
3,temperature.nozzle,material.body
4,temperature.motor,temperature.motor
4,geometry.heater,geometry.fan
4,material.nozzle,rot.speed.fan
4,temperature.nozzle,rot.speed.fan
4,power.heater,power.fan
4,material.body,temperature.heater
5,temperature.heater,temperature.motor
5,geometry.heater,material.fan
5,temperature.motor,geometry.nozzle
5,temperature.nozzle,geometry.nozzle
6,temperature.motor,geometry.motor
6,material.fan,geometry.fan
6,power.heater,geometry.fan
6,temperature.nozzle,temperature.heater
6,material.fan,geometry.nozzle
6,geometry.body,material.nozzle
6,geometry.heater,material.body
7,power.fan,geometry.fan
7,material.motor,rot.speed.fan
7,temperature.motor,rot.speed.fan
7,material.body,rot.speed.fan
7,geometry.body,temperature.heater
8,material.motor,geometry.motor
8,material.fan,geometry.motor
8,material.motor,geometry.heater
8,geometry.heater,power.heater
8,geometry.fan,geometry.nozzle
10,temperature.heater,geometry.nozzle
10,geometry.body,geometry.nozzle
10,temperature.nozzle,material.nozzle
11,power.heater,geometry.motor
11,material.motor,temperature.motor
11,geometry.heater,temperature.motor
11,temperature.motor,material.body
11,material.heater,material.body
11,geometry.body,material.body
12,power.motor,power.motor
12,material.nozzle,material.fan
12,geometry.heater,power.fan
