Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
1,power.heater,power.heater
2,geometry.fan,geometry.fan
3,geometry.fan,geometry.motor
3,power.fan,power.heater
3,geometry.heater,power.heater
4,temperature.motor,geometry.motor
4,power.fan,geometry.motor
4,material.heater,geometry.motor
4,power.heater,geometry.motor
4,material.motor,material.motor
4,material.fan,material.fan
4,material.body,material.body
5,material.motor,geometry.motor
5,material.fan,geometry.motor
5,temperature.heater,temperature.motor
5,material.body,power.fan
5,material.motor,geometry.heater
5,material.body,geometry.heater
5,geometry.body,geometry.body
6,geometry.heater,geometry.fan
6,geometry.nozzle,power.fan
6,material.motor,power.heater
6,material.nozzle,power.heater
6,temperature.nozzle,temperature.heater
7,geometry.nozzle,temperature.motor
7,power.heater,geometry.fan
7,temperature.heater,power.fan
7,temperature.nozzle,material.heater
7,material.body,material.nozzle
7,temperature.heater,geometry.body
8,material.motor,temperature.motor
8,rot.speed.fan,temperature.motor
8,geometry.heater,temperature.motor
8,material.fan,geometry.fan
8,geometry.heater,power.fan
8,material.body,material.heater
8,material.body,temperature.heater
8,rot.speed.fan,material.nozzle
8,material.body,geometry.body
9,material.body,temperature.motor
9,temperature.nozzle,geometry.nozzle
9,material.body,geometry.nozzle
10,geometry.nozzle,geometry.fan
10,temperature.nozzle,rot.speed.fan
10,temperature.nozzle,material.nozzle
11,geometry.nozzle,geometry.body
12,geometry.heater,material.fan
12,material.nozzle,geometry.body
12,geometry.body,geometry.body
12,temperature.nozzle,material.body
13,material.body,material.motor
14,material.motor,rot.speed.fan
14,material.nozzle,material.fan
15,power.fan,geometry.fan
16,power.motor,power.motor
16,power.motor,geometry.heater
16,temperature.heater,geometry.nozzle
16,material.fan,material.body
