Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,material.body,material.body
1,power.heater,power.heater
1,material.nozzle,material.body
2,material.nozzle,power.heater
2,temperature.heater,temperature.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
3,geometry.motor,geometry.motor
3,temperature.motor,temperature.motor
3,power.fan,power.fan
3,geometry.heater,power.heater
3,temperature.motor,temperature.heater
3,temperature.motor,material.body
3,geometry.body,material.body
4,geometry.heater,geometry.fan
4,material.body,power.fan
4,power.fan,power.heater
4,geometry.body,temperature.heater
4,temperature.motor,geometry.nozzle
4,power.fan,geometry.nozzle
5,geometry.fan,geometry.motor
5,rot.speed.fan,rot.speed.fan
5,power.fan,temperature.heater
6,temperature.motor,geometry.motor
6,power.fan,geometry.motor
6,temperature.nozzle,geometry.nozzle
6,rot.speed.fan,material.nozzle
6,material.nozzle,geometry.body
6,temperature.nozzle,material.body
7,power.motor,power.motor
7,material.fan,material.fan
7,material.fan,geometry.heater
7,geometry.fan,power.heater
7,temperature.heater,temperature.nozzle
8,material.motor,geometry.motor
8,material.fan,geometry.motor
8,temperature.nozzle,rot.speed.fan
8,power.motor,geometry.heater
8,temperature.motor,geometry.heater
8,geometry.motor,power.heater
8,material.heater,material.body
8,temperature.heater,material.body
