Tick,Attribute.Component,Origin
0,power.heater,power.heater
0,material.body,material.body
1,geometry.motor,geometry.motor
1,geometry.fan,geometry.fan
2,material.motor,material.motor
2,rot.speed.fan,rot.speed.fan
2,geometry.fan,power.heater
2,power.fan,power.heater
2,material.nozzle,power.heater
2,temperature.heater,temperature.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
2,material.nozzle,material.body
2,temperature.nozzle,material.body
3,power.fan,geometry.motor
3,geometry.heater,material.motor
3,geometry.heater,power.heater
3,temperature.motor,temperature.heater
3,power.fan,material.body
4,material.nozzle,rot.speed.fan
4,geometry.motor,power.heater
4,temperature.nozzle,temperature.heater
4,geometry.body,temperature.heater
4,material.body,temperature.heater
4,temperature.motor,geometry.nozzle
4,power.fan,geometry.nozzle
5,geometry.heater,geometry.fan
5,material.heater,material.heater
5,power.fan,temperature.heater
5,temperature.nozzle,geometry.nozzle
6,temperature.motor,material.motor
6,geometry.nozzle,temperature.heater
7,temperature.motor,geometry.motor
7,geometry.motor,material.motor
7,material.body,material.motor
7,material.fan,geometry.fan
7,power.fan,geometry.fan
7,temperature.motor,rot.speed.fan
7,temperature.nozzle,rot.speed.fan
8,power.motor,power.motor
8,material.motor,rot.speed.fan
8,material.heater,material.heater
8,temperature.nozzle,material.nozzle
8,material.body,geometry.body
