Tick,Attribute.Component,Origin
0,power.fan,power.fan
0,material.heater,material.heater
0,power.heater,power.heater
1,geometry.motor,geometry.motor
1,power.motor,power.motor
1,material.nozzle,power.heater
1,temperature.heater,temperature.heater
2,power.heater,power.fan
2,geometry.nozzle,power.fan
3,temperature.motor,temperature.motor
3,temperature.heater,power.fan
3,material.body,power.fan
3,temperature.nozzle,material.heater
3,material.body,material.nozzle
4,temperature.motor,geometry.motor
4,geometry.fan,geometry.motor
4,geometry.motor,power.fan
4,geometry.motor,material.heater
4,material.body,material.heater
4,temperature.nozzle,geometry.nozzle
4,material.body,geometry.nozzle
4,rot.speed.fan,material.nozzle
5,material.fan,material.fan
5,geometry.motor,power.heater
5,geometry.heater,power.heater
5,temperature.motor,temperature.heater
5,geometry.body,temperature.heater
5,temperature.motor,geometry.nozzle
5,geometry.body,material.nozzle
6,geometry.heater,power.fan
6,temperature.nozzle,material.nozzle
6,geometry.heater,material.body
7,geometry.heater,power.motor
7,geometry.heater,geometry.fan
7,geometry.fan,power.fan
7,geometry.fan,geometry.nozzle
7,geometry.body,geometry.nozzle
7,temperature.nozzle,material.body
8,temperature.motor,rot.speed.fan
8,temperature.nozzle,rot.speed.fan
8,geometry.heater,material.fan
8,material.heater,material.heater
8,temperature.motor,material.body
9,material.motor,geometry.heater
9,material.motor,material.body
9,temperature.heater,material.body
9,geometry.body,material.body
