Tick,Attribute.Component,Origin
0,geometry.fan,geometry.fan
0,rot.speed.fan,rot.speed.fan
0,power.fan,power.fan
0,material.body,material.body
1,material.motor,material.motor
1,material.fan,material.fan
1,material.body,power.fan
1,power.heater,power.heater
2,geometry.motor,geometry.motor
2,geometry.motor,power.fan
2,power.heater,power.fan
3,geometry.heater,material.motor
3,geometry.motor,geometry.fan
3,material.nozzle,rot.speed.fan
3,temperature.nozzle,rot.speed.fan
3,geometry.nozzle,material.fan
3,geometry.nozzle,power.fan
3,material.heater,material.heater
3,material.nozzle,power.heater
3,geometry.heater,material.body
3,material.nozzle,material.body
3,temperature.nozzle,material.body
4,temperature.motor,temperature.motor
4,power.heater,geometry.fan
4,geometry.heater,material.fan
4,temperature.heater,power.fan
4,temperature.motor,material.body
4,geometry.nozzle,material.body
5,temperature.motor,material.motor
5,material.fan,geometry.fan
5,geometry.nozzle,geometry.fan
5,temperature.motor,rot.speed.fan
5,temperature.motor,temperature.heater
5,temperature.heater,temperature.nozzle
5,material.heater,material.body
5,geometry.body,material.body
6,geometry.motor,material.motor
6,material.body,material.motor
6,power.fan,geometry.fan
6,material.motor,rot.speed.fan
6,power.heater,geometry.heater
6,material.heater,temperature.nozzle
6,geometry.nozzle,temperature.nozzle
7,geometry.nozzle,temperature.motor
7,geometry.heater,geometry.fan
7,geometry.body,temperature.heater
7,material.nozzle,temperature.nozzle
7,temperature.heater,material.body
9,geometry.heater,temperature.motor
9,geometry.motor,temperature.nozzle
9,material.nozzle,geometry.body
10,geometry.motor,temperature.motor
10,geometry.heater,power.fan
10,geometry.motor,material.heater
10,geometry.motor,power.heater
11,geometry.nozzle,temperature.heater
11,rot.speed.fan,material.body
12,geometry.nozzle,geometry.body
13,power.motor,power.motor
