Tick,Attribute.Component,Origin
0,material.heater,material.heater
0,power.heater,power.heater
0,material.body,material.body
1,material.motor,material.motor
1,geometry.fan,geometry.fan
1,rot.speed.fan,rot.speed.fan
1,power.fan,material.body
1,temperature.heater,material.body
2,power.fan,power.heater
2,material.nozzle,power.heater
2,temperature.motor,temperature.heater
2,geometry.heater,material.body
2,geometry.nozzle,material.body
3,geometry.motor,geometry.motor
3,geometry.motor,geometry.fan
3,material.nozzle,rot.speed.fan
3,temperature.motor,material.body
3,material.nozzle,material.body
3,geometry.body,material.body
4,geometry.heater,material.motor
4,temperature.nozzle,rot.speed.fan
4,geometry.nozzle,power.fan
4,temperature.nozzle,material.heater
4,material.body,material.heater
4,temperature.nozzle,temperature.heater
5,temperature.motor,material.motor
5,temperature.motor,rot.speed.fan
5,temperature.heater,power.fan
5,material.motor,power.heater
5,geometry.heater,power.heater
5,temperature.heater,geometry.body
6,power.fan,geometry.motor
6,material.fan,geometry.fan
6,geometry.heater,geometry.fan
6,geometry.motor,power.heater
6,temperature.motor,geometry.nozzle
6,temperature.nozzle,geometry.nozzle
6,temperature.nozzle,material.body
7,geometry.nozzle,geometry.fan
7,material.motor,rot.speed.fan
7,material.fan,material.nozzle
7,temperature.nozzle,material.nozzle
7,material.nozzle,geometry.body
8,power.motor,power.motor
8,material.heater,material.heater
8,geometry.fan,power.heater
8,geometry.nozzle,geometry.body
