Tick,Attribute.Component,Origin
0,rot.speed.fan,rot.speed.fan
0,material.fan,material.fan
0,temperature.heater,temperature.heater
1,material.heater,material.heater
1,power.heater,power.heater
1,material.body,temperature.heater
2,geometry.motor,geometry.motor
2,temperature.motor,temperature.motor
2,material.nozzle,rot.speed.fan
2,material.nozzle,power.heater
2,temperature.motor,temperature.heater
2,temperature.nozzle,temperature.heater
2,power.fan,material.body
2,material.nozzle,material.body
3,material.motor,material.motor
3,temperature.nozzle,rot.speed.fan
3,material.heater,material.heater
3,geometry.heater,power.heater
3,power.fan,temperature.heater
3,geometry.body,temperature.heater
3,geometry.heater,material.body
3,geometry.nozzle,material.body
3,temperature.nozzle,material.body
4,geometry.fan,geometry.motor
4,geometry.nozzle,temperature.motor
4,temperature.motor,rot.speed.fan
4,material.nozzle,material.fan
4,geometry.fan,power.heater
5,temperature.motor,geometry.motor
5,geometry.fan,material.fan
5,geometry.nozzle,power.fan
5,geometry.nozzle,temperature.nozzle
5,material.heater,material.body
6,power.heater,geometry.motor
6,geometry.motor,material.fan
6,power.heater,power.fan
6,material.fan,geometry.heater
6,geometry.body,material.nozzle
6,material.motor,material.body
6,temperature.motor,material.body
7,geometry.heater,material.motor
7,material.motor,rot.speed.fan
7,geometry.motor,power.fan
7,geometry.fan,power.fan
7,geometry.heater,power.fan
7,material.nozzle,temperature.nozzle
8,power.motor,power.motor
8,material.heater,temperature.nozzle
