Tick,Attribute.Component,Origin
0,geometry.motor,geometry.motor
0,temperature.heater,temperature.heater
1,temperature.motor,temperature.motor
1,geometry.fan,geometry.fan
1,material.body,temperature.heater
2,material.motor,material.motor
2,temperature.heater,temperature.motor
2,geometry.nozzle,geometry.nozzle
3,power.fan,geometry.motor
3,geometry.nozzle,temperature.motor
3,geometry.motor,geometry.fan
3,temperature.nozzle,temperature.heater
3,geometry.nozzle,material.body
3,material.nozzle,material.body
4,material.body,temperature.motor
4,geometry.heater,geometry.fan
4,material.heater,material.heater
4,power.heater,power.heater
4,geometry.body,temperature.heater
4,power.heater,material.nozzle
5,geometry.heater,material.motor
5,material.motor,temperature.motor
5,rot.speed.fan,temperature.motor
5,geometry.heater,temperature.motor
5,material.fan,material.fan
5,geometry.nozzle,power.fan
5,rot.speed.fan,material.nozzle
5,geometry.nozzle,temperature.nozzle
5,power.fan,material.body
6,temperature.motor,geometry.motor
6,material.fan,geometry.fan
6,geometry.nozzle,geometry.fan
6,geometry.fan,power.heater
6,power.fan,temperature.heater
6,material.fan,material.nozzle
6,material.body,temperature.nozzle
6,material.nozzle,geometry.body
7,material.heater,geometry.motor
7,power.heater,geometry.motor
7,power.heater,material.motor
7,temperature.nozzle,rot.speed.fan
7,material.body,geometry.heater
7,material.body,geometry.body
8,material.motor,geometry.motor
8,power.heater,power.fan
8,power.heater,geometry.heater
9,power.motor,power.motor
9,power.motor,geometry.heater
9,material.fan,geometry.heater
9,geometry.nozzle,geometry.body
9,geometry.body,geometry.body
