Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,material.heater,material.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,temperature.heater,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,material.fan,material.fan,
1.0,power.fan,power.fan,
1.0,temperature.heater,material.body,
1.0,material.nozzle,material.body,
2.0,material.motor,material.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.body,power.fan,
2.0,power.heater,power.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,power.heater,material.nozzle,
3.0,geometry.motor,geometry.fan,
3.0,geometry.motor,power.fan,
3.0,power.heater,power.fan,
3.0,temperature.nozzle,material.heater,
3.0,geometry.body,temperature.heater,
3.0,rot.speed.fan,material.nozzle,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,material.body,material.fan,
4.0,temperature.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,material.heater,
4.0,material.fan,material.nozzle,
5.0,geometry.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,material.body,temperature.motor,
5.0,material.motor,power.heater,
5.0,geometry.body,material.nozzle,
5.0,rot.speed.fan,temperature.nozzle,
5.0,material.body,temperature.nozzle,
6.0,material.fan,geometry.fan,
6.0,material.body,geometry.heater,
6.0,material.body,geometry.nozzle,
6.0,temperature.nozzle,material.nozzle,
7.0,material.motor,geometry.heater,
7.0,material.fan,geometry.heater,
7.0,geometry.heater,power.heater,
8.0,power.heater,geometry.motor,
8.0,geometry.heater,power.fan,
8.0,temperature.nozzle,geometry.nozzle,
8.0,material.body,geometry.body,
9.0,geometry.nozzle,temperature.heater,
10.0,material.motor,geometry.motor,
10.0,material.heater,geometry.motor,
10.0,power.fan,geometry.fan,
10.0,geometry.nozzle,geometry.fan,
10.0,geometry.nozzle,geometry.body,
11.0,material.motor,rot.speed.fan,
11.0,geometry.fan,power.heater,
12.0,material.fan,geometry.motor,
12.0,power.motor,geometry.heater,
12.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
