Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
1.0,power.motor,power.motor,
1.0,temperature.motor,temperature.motor,
1.0,material.heater,material.heater,
2.0,temperature.heater,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,power.heater,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
3.0,geometry.nozzle,temperature.motor,
3.0,temperature.heater,power.fan,
3.0,temperature.heater,temperature.nozzle,
3.0,temperature.heater,material.body,
4.0,geometry.motor,geometry.motor,
4.0,material.body,temperature.motor,
4.0,material.fan,material.fan,
4.0,geometry.fan,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,geometry.heater,power.heater,
4.0,material.nozzle,power.heater,
5.0,material.motor,material.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,material.heater,
5.0,geometry.body,temperature.heater,
5.0,material.body,geometry.nozzle,
5.0,material.body,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
