Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,power.motor,power.motor,
2.0,temperature.nozzle,rot.speed.fan,
2.0,temperature.motor,temperature.heater,
3.0,temperature.motor,geometry.motor,
3.0,material.nozzle,rot.speed.fan,
3.0,power.fan,power.fan,
3.0,power.fan,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,power.fan,material.body,
3.0,geometry.heater,material.body,
3.0,temperature.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,material.nozzle,material.body,
4.0,material.heater,geometry.motor,
4.0,geometry.nozzle,material.fan,
4.0,power.heater,material.nozzle,
4.0,geometry.nozzle,temperature.nozzle,
4.0,temperature.motor,material.body,
4.0,material.fan,material.body,
5.0,material.motor,geometry.motor,
5.0,power.heater,geometry.motor,
5.0,geometry.fan,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.motor,geometry.heater,
5.0,material.heater,temperature.nozzle,
5.0,temperature.heater,temperature.nozzle,
5.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
