Tick,Attribute.Component,Origin,Failed Behaviour
0.0,material.nozzle,material.nozzle,
0.0,material.body,material.body,
1.0,geometry.nozzle,geometry.nozzle,
1.0,material.body,material.nozzle,
2.0,rot.speed.fan,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,power.heater,power.heater,
2.0,rot.speed.fan,material.nozzle,
2.0,power.heater,material.nozzle,
2.0,temperature.heater,material.body,
3.0,temperature.motor,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,material.fan,material.fan,
3.0,material.body,power.fan,
3.0,temperature.motor,temperature.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,temperature.motor,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,temperature.nozzle,geometry.nozzle,
3.0,material.body,geometry.nozzle,
4.0,material.motor,material.motor,
4.0,temperature.nozzle,rot.speed.fan,
4.0,geometry.heater,power.heater,
4.0,geometry.body,temperature.heater,
4.0,temperature.nozzle,material.nozzle,
5.0,geometry.heater,material.motor,
5.0,geometry.motor,power.heater,
5.0,geometry.body,material.nozzle,
6.0,material.body,temperature.motor,
6.0,geometry.heater,geometry.fan,
6.0,temperature.motor,rot.speed.fan,
6.0,geometry.heater,material.fan,
6.0,power.heater,power.fan,
6.0,temperature.heater,power.fan,
6.0,geometry.fan,geometry.nozzle,
6.0,material.body,temperature.nozzle,
7.0,geometry.fan,geometry.motor,
7.0,material.motor,rot.speed.fan,
7.0,geometry.motor,power.fan,
7.0,geometry.heater,power.fan,
8.0,geometry.fan,material.fan,
8.0,geometry.fan,power.fan,
8.0,material.heater,material.heater,
8.0,geometry.heater,material.body,
9.0,geometry.motor,temperature.motor,
9.0,geometry.body,geometry.nozzle,
10.0,material.motor,temperature.motor,
10.0,geometry.heater,temperature.motor,
10.0,material.nozzle,material.fan,
10.0,material.motor,power.heater,
10.0,material.heater,material.body,
11.0,geometry.fan,power.heater,
11.0,material.motor,material.body,
11.0,geometry.body,material.body,
12.0,material.body,rot.speed.fan,
12.0,material.fan,geometry.nozzle,
13.0,material.heater,geometry.motor,
13.0,temperature.heater,geometry.nozzle,
13.0,material.heater,temperature.nozzle,
14.0,material.motor,geometry.motor,
14.0,geometry.motor,temperature.nozzle,
16.0,material.body,material.fan,
16.0,material.heater,material.heater,
17.0,power.motor,power.motor,
17.0,power.motor,geometry.heater,
17.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
