Tick,Attribute.Component,Origin,Failed Behaviour
1.0,rot.speed.fan,rot.speed.fan,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,temperature.motor,temperature.motor,
2.0,temperature.motor,temperature.heater,
2.0,power.fan,material.body,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,material.nozzle,rot.speed.fan,
3.0,material.heater,material.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,geometry.heater,material.body,
4.0,geometry.nozzle,temperature.motor,
4.0,power.heater,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,geometry.body,temperature.heater,
4.0,geometry.nozzle,material.body,
4.0,temperature.nozzle,material.body,
4.0,geometry.body,material.body,
5.0,material.motor,material.motor,
5.0,material.body,temperature.motor,
5.0,geometry.fan,geometry.fan,
5.0,temperature.motor,rot.speed.fan,
5.0,material.fan,material.fan,
5.0,temperature.heater,power.fan,
5.0,power.heater,geometry.heater,
5.0,power.heater,material.nozzle,
6.0,power.motor,power.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,geometry.heater,power.fan,
6.0,material.heater,material.heater,
6.0,material.fan,geometry.nozzle,
6.0,temperature.nozzle,geometry.nozzle,
7.0,geometry.fan,power.fan,
7.0,material.motor,geometry.heater,
7.0,material.motor,power.heater,
7.0,material.nozzle,geometry.body,
8.0,material.motor,rot.speed.fan,
8.0,temperature.heater,geometry.nozzle,
9.0,material.motor,temperature.motor,
9.0,geometry.heater,temperature.motor,
9.0,geometry.motor,geometry.fan,
9.0,temperature.nozzle,material.heater,
9.0,geometry.fan,power.heater,
9.0,geometry.nozzle,geometry.body,
9.0,geometry.body,geometry.body,
9.0,material.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
