Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.nozzle,geometry.nozzle,
1.0,material.motor,material.motor,
2.0,power.motor,power.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.fan,material.fan,
2.0,power.heater,power.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,temperature.nozzle,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,geometry.heater,material.motor,
3.0,temperature.heater,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.body,power.fan,
4.0,geometry.motor,geometry.motor,
4.0,power.heater,material.motor,
4.0,geometry.motor,power.fan,
4.0,temperature.heater,temperature.nozzle,
4.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
