Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,power.motor,power.motor,
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
0.0,geometry.nozzle,geometry.nozzle,
1.0,geometry.fan,geometry.fan,
1.0,rot.speed.fan,rot.speed.fan,
1.0,material.body,material.body,
2.0,geometry.body,temperature.heater,
2.0,temperature.motor,geometry.nozzle,
2.0,material.fan,geometry.nozzle,
2.0,material.body,geometry.nozzle,
3.0,temperature.motor,geometry.motor,
3.0,power.heater,geometry.motor,
3.0,geometry.motor,geometry.fan,
3.0,temperature.nozzle,material.heater,
3.0,temperature.motor,temperature.heater,
3.0,power.fan,temperature.heater,
3.0,power.fan,geometry.nozzle,
4.0,material.motor,material.motor,
4.0,geometry.heater,power.motor,
4.0,geometry.heater,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,material.body,material.heater,
4.0,material.nozzle,power.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
