Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.heater,material.heater,
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,power.fan,power.fan,
1.0,material.nozzle,material.body,
2.0,geometry.fan,geometry.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,material.heater,material.heater,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,material.motor,material.motor,
3.0,power.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,rot.speed.fan,material.nozzle,
3.0,power.heater,material.nozzle,
3.0,temperature.motor,material.body,
3.0,geometry.body,material.body,
4.0,material.heater,geometry.motor,
4.0,temperature.heater,power.fan,
4.0,material.body,power.fan,
4.0,power.heater,geometry.heater,
4.0,rot.speed.fan,temperature.nozzle,
5.0,material.motor,geometry.motor,
5.0,power.heater,geometry.motor,
5.0,material.motor,geometry.heater,
5.0,material.fan,geometry.heater,
5.0,material.body,temperature.heater,
5.0,temperature.nozzle,material.nozzle,
6.0,temperature.motor,geometry.motor,
6.0,power.fan,geometry.motor,
6.0,power.heater,geometry.fan,
6.0,power.motor,geometry.heater,
6.0,temperature.motor,geometry.heater,
6.0,geometry.fan,geometry.heater,
6.0,power.fan,geometry.heater,
6.0,geometry.body,temperature.heater,
6.0,temperature.nozzle,geometry.nozzle,
6.0,material.fan,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
