Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.body,geometry.body,
1.0,geometry.fan,geometry.fan,
1.0,material.fan,material.fan,
2.0,geometry.nozzle,temperature.motor,
2.0,power.fan,power.fan,
2.0,power.heater,power.heater,
2.0,temperature.heater,temperature.heater,
3.0,temperature.heater,temperature.motor,
3.0,material.body,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,material.nozzle,power.heater,
3.0,temperature.heater,geometry.body,
3.0,material.body,geometry.body,
4.0,geometry.heater,power.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.heater,geometry.fan,
4.0,material.body,material.fan,
4.0,geometry.nozzle,power.fan,
4.0,material.body,power.fan,
4.0,material.heater,material.heater,
4.0,geometry.heater,power.heater,
4.0,material.nozzle,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
