Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.body,material.body,
1.0,power.fan,material.body,
2.0,geometry.fan,geometry.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.nozzle,material.body,
3.0,temperature.motor,geometry.motor,
3.0,geometry.motor,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,power.heater,material.nozzle,
3.0,geometry.heater,material.body,
3.0,temperature.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,temperature.heater,temperature.motor,
4.0,material.nozzle,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,temperature.heater,power.fan,
4.0,material.motor,geometry.heater,
4.0,material.heater,material.heater,
4.0,temperature.motor,material.body,
4.0,material.heater,material.body,
4.0,temperature.nozzle,material.body,
4.0,geometry.body,material.body,
5.0,geometry.heater,geometry.fan,
5.0,power.fan,power.heater,
5.0,material.motor,material.body,
6.0,power.motor,power.motor,
6.0,power.fan,geometry.fan,
6.0,power.heater,geometry.fan,
6.0,temperature.motor,rot.speed.fan,
6.0,material.fan,material.fan,
6.0,material.heater,material.heater,
6.0,temperature.nozzle,geometry.nozzle,
6.0,temperature.heater,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
