Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.heater,material.heater,
1.0,power.motor,power.motor,
2.0,geometry.fan,geometry.fan,
2.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.motor,geometry.motor,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,geometry.motor,
4.0,temperature.heater,temperature.motor,
4.0,material.fan,material.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.body,material.heater,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,power.heater,geometry.motor,
5.0,geometry.nozzle,temperature.motor,
5.0,power.heater,geometry.fan,
5.0,material.nozzle,rot.speed.fan,
5.0,geometry.nozzle,power.fan,
5.0,geometry.motor,material.heater,
5.0,geometry.body,geometry.body,
5.0,power.fan,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
