Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.fan,material.fan,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
1.0,temperature.motor,temperature.motor,
1.0,material.body,power.fan,
1.0,material.heater,material.heater,
1.0,material.nozzle,power.heater,
2.0,geometry.fan,geometry.motor,
2.0,power.motor,power.motor,
2.0,temperature.nozzle,rot.speed.fan,
2.0,geometry.fan,power.heater,
2.0,geometry.heater,power.heater,
2.0,material.body,material.nozzle,
3.0,material.nozzle,rot.speed.fan,
3.0,geometry.motor,power.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.heater,material.heater,
4.0,temperature.heater,temperature.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,material.body,geometry.heater,
4.0,geometry.motor,power.heater,
5.0,geometry.motor,temperature.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,temperature.motor,
5.0,geometry.heater,geometry.fan,
5.0,geometry.fan,material.fan,
5.0,geometry.heater,material.fan,
5.0,temperature.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
