Tick,Attribute.Component,Origin,Failed Behaviour
1.0,geometry.motor,geometry.motor,
1.0,geometry.fan,geometry.fan,
1.0,temperature.heater,temperature.heater,
2.0,power.motor,power.motor,
2.0,temperature.motor,temperature.heater,
3.0,material.fan,material.fan,
3.0,power.fan,power.fan,
3.0,geometry.body,temperature.heater,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,temperature.nozzle,temperature.heater,
4.0,material.body,temperature.heater,
5.0,geometry.fan,geometry.motor,
5.0,material.heater,geometry.motor,
5.0,rot.speed.fan,rot.speed.fan,
5.0,material.nozzle,material.body,
6.0,material.motor,geometry.motor,
6.0,power.heater,geometry.motor,
6.0,geometry.nozzle,temperature.motor,
6.0,geometry.heater,material.fan,
6.0,material.body,power.fan,
6.0,power.fan,temperature.heater,
6.0,material.body,temperature.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
