Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,power.heater,power.heater,
2.0,geometry.fan,geometry.fan,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
4.0,temperature.motor,geometry.motor,
4.0,power.fan,geometry.motor,
4.0,material.heater,geometry.motor,
4.0,power.heater,geometry.motor,
4.0,material.motor,material.motor,
4.0,material.fan,material.fan,
4.0,material.body,material.body,
5.0,material.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,temperature.heater,temperature.motor,
5.0,material.body,power.fan,
5.0,material.motor,geometry.heater,
5.0,material.body,geometry.heater,
5.0,geometry.body,geometry.body,
6.0,geometry.heater,geometry.fan,
6.0,geometry.nozzle,power.fan,
6.0,material.motor,power.heater,
6.0,material.nozzle,power.heater,
6.0,temperature.nozzle,temperature.heater,
7.0,geometry.nozzle,temperature.motor,
7.0,power.heater,geometry.fan,
7.0,temperature.heater,power.fan,
7.0,temperature.nozzle,material.heater,
7.0,material.body,material.nozzle,
7.0,temperature.heater,geometry.body,
8.0,material.motor,temperature.motor,
8.0,rot.speed.fan,temperature.motor,
8.0,geometry.heater,temperature.motor,
8.0,material.fan,geometry.fan,
8.0,geometry.heater,power.fan,
8.0,material.body,material.heater,
8.0,material.body,temperature.heater,
8.0,rot.speed.fan,material.nozzle,
8.0,material.body,geometry.body,
9.0,material.body,temperature.motor,
9.0,temperature.nozzle,geometry.nozzle,
9.0,material.body,geometry.nozzle,
10.0,geometry.nozzle,geometry.fan,
10.0,temperature.nozzle,rot.speed.fan,
10.0,temperature.nozzle,material.nozzle,
11.0,geometry.nozzle,geometry.body,
12.0,geometry.heater,material.fan,
12.0,material.nozzle,geometry.body,
12.0,geometry.body,geometry.body,
12.0,temperature.nozzle,material.body,
13.0,material.body,material.motor,
14.0,material.motor,rot.speed.fan,
14.0,material.nozzle,material.fan,
15.0,power.fan,geometry.fan,
16.0,power.motor,power.motor,
16.0,power.motor,geometry.heater,
16.0,temperature.heater,geometry.nozzle,
16.0,material.fan,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
