Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,geometry.body,geometry.body,
1.0,material.body,material.body,
2.0,material.nozzle,material.body,
3.0,geometry.fan,geometry.motor,
3.0,power.fan,geometry.motor,
3.0,temperature.heater,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,power.heater,material.nozzle,
3.0,temperature.heater,geometry.body,
3.0,power.fan,material.body,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,material.heater,geometry.motor,
4.0,material.body,temperature.heater,
5.0,material.motor,geometry.motor,
5.0,power.motor,geometry.motor,
5.0,temperature.motor,geometry.motor,
5.0,material.fan,geometry.motor,
5.0,rot.speed.fan,rot.speed.fan,
5.0,material.motor,geometry.heater,
5.0,power.heater,geometry.heater,
5.0,power.fan,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,material.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
