Tick,Attribute.Component,Origin,Failed Behaviour
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
1.0,geometry.nozzle,geometry.nozzle,
2.0,temperature.heater,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.body,power.fan,
2.0,power.heater,power.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.nozzle,power.fan,
3.0,material.nozzle,power.heater,
3.0,material.nozzle,material.body,
4.0,geometry.motor,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,temperature.nozzle,rot.speed.fan,
4.0,temperature.heater,power.fan,
4.0,material.heater,material.heater,
4.0,geometry.heater,power.heater,
4.0,geometry.nozzle,material.body,
4.0,temperature.nozzle,material.body,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,geometry.motor,power.fan,
5.0,geometry.fan,power.fan,
5.0,temperature.nozzle,temperature.heater,
5.0,material.body,temperature.heater,
6.0,power.motor,power.motor,
6.0,material.body,temperature.motor,
6.0,material.motor,geometry.heater,
6.0,material.heater,material.heater,
6.0,geometry.body,temperature.heater,
6.0,temperature.nozzle,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
