Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,material.body,material.body,
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
2.0,temperature.heater,temperature.motor,
2.0,geometry.motor,geometry.fan,
2.0,geometry.body,geometry.body,
2.0,power.fan,material.body,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.heater,geometry.fan,
3.0,power.heater,geometry.fan,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.body,temperature.heater,
4.0,power.fan,geometry.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,material.motor,geometry.heater,
4.0,geometry.body,temperature.heater,
4.0,rot.speed.fan,temperature.nozzle,
4.0,temperature.heater,temperature.nozzle,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.fan,geometry.fan,
5.0,power.fan,geometry.nozzle,
5.0,material.heater,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,power.heater,material.motor,
6.0,material.motor,temperature.motor,
6.0,material.nozzle,geometry.body,
6.0,material.nozzle,material.body,
7.0,geometry.nozzle,geometry.fan,
7.0,material.nozzle,rot.speed.fan,
7.0,power.heater,geometry.heater,
7.0,power.fan,temperature.heater,
7.0,material.nozzle,temperature.nozzle,
8.0,power.heater,geometry.motor,
8.0,material.body,material.fan,
8.0,power.heater,material.nozzle,
9.0,material.motor,geometry.motor,
9.0,material.nozzle,material.fan,
9.0,power.heater,power.fan,
9.0,power.motor,geometry.heater,
9.0,material.fan,geometry.heater,
9.0,power.fan,geometry.heater,
9.0,material.heater,material.heater,
9.0,material.fan,geometry.nozzle,
9.0,geometry.nozzle,geometry.body,
9.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
