Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
1.0,power.motor,power.motor,
1.0,temperature.heater,temperature.motor,
1.0,material.fan,material.fan,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,material.heater,material.heater,
2.0,temperature.nozzle,temperature.heater,
2.0,material.body,temperature.heater,
3.0,geometry.motor,geometry.motor,
3.0,geometry.body,temperature.heater,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,material.body,temperature.motor,
4.0,geometry.motor,geometry.fan,
4.0,geometry.heater,material.fan,
4.0,material.heater,material.heater,
4.0,power.fan,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
