Tick,Attribute.Component,Origin,Failed Behaviour
1.0,material.fan,material.fan,
1.0,temperature.heater,temperature.heater,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.fan,
2.0,temperature.motor,temperature.heater,
3.0,rot.speed.fan,rot.speed.fan,
3.0,geometry.body,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.nozzle,temperature.motor,
4.0,power.fan,temperature.heater,
4.0,power.fan,material.body,
4.0,material.nozzle,material.body,
5.0,geometry.motor,geometry.motor,
5.0,geometry.heater,material.fan,
5.0,material.heater,material.heater,
5.0,geometry.heater,material.body,
5.0,geometry.nozzle,material.body,
6.0,rot.speed.fan,temperature.motor,
6.0,geometry.heater,temperature.motor,
6.0,geometry.fan,material.fan,
6.0,geometry.nozzle,power.fan,
6.0,rot.speed.fan,material.nozzle,
6.0,power.heater,material.nozzle,
6.0,material.body,geometry.body,
7.0,geometry.fan,geometry.motor,
7.0,material.motor,temperature.motor,
7.0,material.body,temperature.motor,
7.0,geometry.motor,power.fan,
7.0,material.motor,geometry.heater,
7.0,material.heater,material.heater,
8.0,temperature.nozzle,rot.speed.fan,
8.0,power.heater,power.fan,
8.0,geometry.nozzle,temperature.heater,
8.0,geometry.body,material.nozzle,
9.0,geometry.motor,material.fan,
9.0,geometry.fan,power.fan,
9.0,temperature.nozzle,material.body,
10.0,geometry.fan,geometry.heater,
10.0,power.fan,geometry.heater,
11.0,power.heater,material.motor,
11.0,power.motor,power.motor,
11.0,material.body,material.heater,
11.0,temperature.nozzle,temperature.heater,
11.0,temperature.nozzle,geometry.nozzle,
11.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
