Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.heater,power.heater,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.fan,
2.0,power.fan,power.heater,
2.0,material.nozzle,power.heater,
2.0,geometry.nozzle,geometry.nozzle,
2.0,power.fan,material.body,
2.0,temperature.heater,material.body,
2.0,material.nozzle,material.body,
3.0,rot.speed.fan,rot.speed.fan,
3.0,geometry.motor,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,geometry.nozzle,material.body,
4.0,material.motor,power.heater,
4.0,geometry.heater,power.heater,
4.0,geometry.body,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.heater,material.body,
4.0,geometry.body,material.body,
5.0,geometry.nozzle,temperature.motor,
5.0,geometry.motor,geometry.fan,
5.0,power.fan,temperature.heater,
5.0,geometry.body,material.nozzle,
5.0,material.heater,material.body,
6.0,geometry.heater,material.motor,
6.0,geometry.motor,temperature.motor,
6.0,temperature.nozzle,rot.speed.fan,
6.0,geometry.fan,power.heater,
7.0,material.motor,temperature.motor,
7.0,rot.speed.fan,temperature.motor,
7.0,geometry.heater,temperature.motor,
7.0,geometry.motor,power.fan,
7.0,geometry.nozzle,power.fan,
7.0,material.motor,material.body,
8.0,power.motor,power.motor,
8.0,material.body,temperature.motor,
8.0,geometry.nozzle,temperature.heater,
8.0,temperature.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
